"no_of_dependents","education","self_employed","income_annum","loan_amount","loan_term","cibil_score","residential_assets_value","commercial_assets_value","luxury_assets_value","bank_asset_value","loan_status"
2.0,"1","0",3700000.0,1.34E7,16.0,393.0,6400000.0,600000.0,1.42E7,3500000.0,"0"
0.0,"1","1",5800000.0,2.18E7,2.0,561.0,4400000.0,7200000.0,1.5E7,4200000.0,"1"
5.0,"1","1",2400000.0,6900000.0,20.0,725.0,1700000.0,400000.0,8800000.0,2400000.0,"1"
1.0,"0","1",8100000.0,2.76E7,16.0,438.0,1000000.0,1.05E7,3.22E7,8000000.0,"0"
5.0,"1","1",5400000.0,2.14E7,12.0,399.0,4000000.0,9700000.0,1.24E7,6800000.0,"0"
0.0,"1","0",1400000.0,5400000.0,8.0,592.0,4100000.0,400000.0,4300000.0,800000.0,"1"
2.0,"0","0",2500000.0,8600000.0,8.0,835.0,2500000.0,4000000.0,7700000.0,1300000.0,"1"
0.0,"0","1",1600000.0,5300000.0,4.0,733.0,400000.0,2100000.0,5500000.0,1100000.0,"1"
0.0,"0","0",3700000.0,1.06E7,20.0,484.0,5800000.0,1300000.0,1.39E7,3500000.0,"0"
5.0,"0","1",500000.0,1800000.0,20.0,615.0,500000.0,700000.0,1100000.0,300000.0,"1"
3.0,"0","1",5300000.0,1.95E7,4.0,591.0,1.32E7,4700000.0,1.98E7,7900000.0,"1"
0.0,"1","1",2800000.0,6800000.0,12.0,349.0,4100000.0,2000000.0,1.11E7,1400000.0,"0"
1.0,"1","1",9600000.0,2.99E7,18.0,478.0,1.85E7,1.52E7,3.82E7,9400000.0,"0"
4.0,"1","0",2200000.0,7800000.0,20.0,633.0,0.0,3900000.0,8400000.0,1900000.0,"1"
1.0,"0","1",8400000.0,3.09E7,8.0,378.0,1.86E7,1000000.0,2.59E7,1.11E7,"0"
1.0,"0","0",2100000.0,5300000.0,20.0,461.0,1500000.0,3800000.0,8100000.0,1700000.0,"0"
2.0,"0","1",2800000.0,7000000.0,2.0,834.0,500000.0,2900000.0,8100000.0,1300000.0,"1"
0.0,"0","0",2500000.0,5800000.0,20.0,671.0,7400000.0,500000.0,7500000.0,2000000.0,"1"
3.0,"1","1",1700000.0,5800000.0,10.0,524.0,4100000.0,2900000.0,6600000.0,800000.0,"0"
3.0,"1","0",6100000.0,2.07E7,4.0,816.0,1.49E7,5400000.0,2.42E7,5900000.0,"1"
3.0,"1","0",4100000.0,1.17E7,10.0,729.0,6900000.0,6200000.0,1.54E7,2100000.0,"1"
5.0,"0","1",4500000.0,1.27E7,8.0,307.0,1.1E7,3800000.0,1.26E7,2700000.0,"0"
2.0,"1","1",5600000.0,1.91E7,8.0,350.0,2700000.0,1200000.0,1.42E7,4200000.0,"0"
3.0,"0","1",5800000.0,1.66E7,10.0,444.0,1.33E7,5900000.0,1.5E7,8500000.0,"0"
4.0,"0","0",8600000.0,2.67E7,10.0,895.0,2200000.0,8800000.0,2.26E7,6900000.0,"1"
2.0,"1","0",2900000.0,1.05E7,20.0,708.0,4200000.0,600000.0,7700000.0,4300000.0,"1"
2.0,"0","1",8300000.0,1.76E7,2.0,355.0,1000000.0,700000.0,2.84E7,6800000.0,"0"
5.0,"0","0",2400000.0,5100000.0,6.0,756.0,1500000.0,200000.0,5300000.0,3400000.0,"1"
4.0,"1","0",5600000.0,1.2E7,4.0,719.0,5600000.0,2900000.0,1.45E7,3400000.0,"1"
1.0,"1","1",9500000.0,3.54E7,14.0,439.0,400000.0,1200000.0,2.02E7,1.35E7,"0"
4.0,"0","1",4900000.0,1.59E7,10.0,668.0,1.08E7,8300000.0,1.49E7,2800000.0,"1"
4.0,"0","1",5900000.0,1.65E7,2.0,765.0,1.3E7,9400000.0,2.0E7,3500000.0,"1"
5.0,"1","1",500000.0,1500000.0,4.0,476.0,200000.0,200000.0,1100000.0,700000.0,"1"
3.0,"1","0",7000000.0,2.17E7,14.0,781.0,5400000.0,8500000.0,1.93E7,9600000.0,"1"
1.0,"0","0",3500000.0,1.27E7,4.0,350.0,5200000.0,6800000.0,1.29E7,1800000.0,"1"
0.0,"1","0",5200000.0,1.22E7,16.0,783.0,5000000.0,2000000.0,1.14E7,5100000.0,"1"
3.0,"1","1",6300000.0,1.99E7,12.0,770.0,1900000.0,2400000.0,1.55E7,3100000.0,"1"
2.0,"0","0",8400000.0,2.83E7,10.0,822.0,1800000.0,1.6E7,3.3E7,4400000.0,"1"
1.0,"0","1",7500000.0,2.25E7,14.0,469.0,1.23E7,9600000.0,1.62E7,4500000.0,"0"
2.0,"1","0",3300000.0,1.3E7,16.0,300.0,5500000.0,5900000.0,7400000.0,3100000.0,"0"
2.0,"0","0",8800000.0,2.24E7,14.0,692.0,2.17E7,5100000.0,1.86E7,1.09E7,"1"
5.0,"1","0",200000.0,700000.0,18.0,707.0,-100000.0,100000.0,500000.0,200000.0,"1"
5.0,"0","1",8000000.0,2.91E7,4.0,658.0,1.06E7,8600000.0,2.88E7,4600000.0,"1"
3.0,"1","0",1000000.0,4000000.0,6.0,625.0,700000.0,100000.0,2800000.0,500000.0,"1"
1.0,"1","0",9400000.0,2.67E7,10.0,343.0,7600000.0,2500000.0,2.86E7,1.32E7,"0"
5.0,"1","0",2100000.0,7300000.0,18.0,358.0,3700000.0,3200000.0,7200000.0,2200000.0,"0"
4.0,"1","1",5400000.0,1.15E7,20.0,705.0,1.46E7,3800000.0,1.35E7,6100000.0,"1"
2.0,"1","1",4700000.0,1.51E7,8.0,799.0,9700000.0,2500000.0,1.07E7,4700000.0,"1"
3.0,"1","0",8800000.0,3.37E7,12.0,397.0,1.73E7,1.6E7,2.22E7,8800000.0,"0"
5.0,"1","0",3200000.0,1.22E7,6.0,493.0,7700000.0,6200000.0,6700000.0,2100000.0,"0"
0.0,"1","1",7200000.0,2.19E7,4.0,446.0,1.77E7,1.09E7,2.45E7,7600000.0,"1"
2.0,"0","1",2500000.0,7200000.0,16.0,315.0,5500000.0,3300000.0,4900000.0,2800000.0,"0"
5.0,"0","1",6900000.0,1.57E7,14.0,887.0,1.38E7,5300000.0,2.52E7,4500000.0,"1"
5.0,"1","1",5700000.0,2.05E7,16.0,429.0,2800000.0,1900000.0,2.24E7,3900000.0,"0"
4.0,"1","1",5500000.0,1.51E7,18.0,673.0,1.05E7,8000000.0,1.39E7,7200000.0,"1"
4.0,"0","1",9200000.0,2.91E7,10.0,731.0,1.45E7,8300000.0,3.58E7,5000000.0,"1"
5.0,"1","1",5700000.0,1.15E7,2.0,732.0,1.58E7,3700000.0,1.56E7,5300000.0,"1"
5.0,"1","1",5000000.0,1.64E7,14.0,525.0,1.3E7,9100000.0,1.53E7,3300000.0,"0"
4.0,"0","0",2300000.0,5500000.0,6.0,343.0,-100000.0,4100000.0,4800000.0,3200000.0,"0"
0.0,"0","1",3000000.0,1.1E7,16.0,331.0,8000000.0,4500000.0,6600000.0,2400000.0,"0"
0.0,"0","0",7900000.0,2.62E7,18.0,845.0,1.42E7,1.47E7,2.74E7,6300000.0,"1"
2.0,"1","0",2000000.0,6200000.0,16.0,696.0,4100000.0,600000.0,5400000.0,1300000.0,"1"
5.0,"0","0",2700000.0,8700000.0,14.0,772.0,2200000.0,2800000.0,7600000.0,3700000.0,"1"
3.0,"1","1",6400000.0,1.58E7,18.0,628.0,6900000.0,2700000.0,2.48E7,5300000.0,"1"
0.0,"0","1",8200000.0,1.91E7,2.0,764.0,2.29E7,8900000.0,2.05E7,4000000.0,"1"
1.0,"1","0",2800000.0,6900000.0,14.0,553.0,400000.0,4900000.0,6800000.0,4200000.0,"1"
1.0,"0","0",8900000.0,2.0E7,2.0,653.0,1.27E7,600000.0,1.78E7,9900000.0,"1"
1.0,"0","0",5100000.0,2.0E7,4.0,506.0,7900000.0,8900000.0,2.03E7,6700000.0,"1"
3.0,"1","0",2800000.0,8500000.0,20.0,431.0,6200000.0,1700000.0,7800000.0,2200000.0,"0"
2.0,"0","1",6100000.0,1.23E7,18.0,697.0,1.41E7,9100000.0,1.26E7,3500000.0,"1"
2.0,"0","0",8400000.0,2.45E7,6.0,588.0,1.1E7,1300000.0,2.29E7,1.04E7,"1"
1.0,"0","0",1600000.0,5600000.0,6.0,846.0,600000.0,2800000.0,4600000.0,1200000.0,"1"
5.0,"1","0",4100000.0,1.1E7,14.0,379.0,6200000.0,1700000.0,8500000.0,5400000.0,"0"
1.0,"0","0",300000.0,700000.0,10.0,745.0,0.0,0.0,900000.0,100000.0,"1"
3.0,"1","0",9600000.0,3.45E7,20.0,523.0,2.61E7,2600000.0,2.43E7,5300000.0,"0"
4.0,"1","1",8300000.0,2.54E7,4.0,624.0,2.29E7,4000000.0,2.48E7,5400000.0,"1"
1.0,"1","0",4600000.0,1.67E7,16.0,407.0,1.3E7,6000000.0,9800000.0,2800000.0,"0"
3.0,"0","1",5600000.0,1.16E7,12.0,756.0,3300000.0,1800000.0,1.84E7,7800000.0,"1"
3.0,"1","1",4100000.0,8300000.0,16.0,351.0,6000000.0,100000.0,1.11E7,2200000.0,"0"
3.0,"0","0",3700000.0,1.34E7,18.0,373.0,2800000.0,100000.0,1.32E7,2500000.0,"0"
4.0,"0","1",800000.0,2400000.0,2.0,461.0,1300000.0,1300000.0,2300000.0,300000.0,"1"
4.0,"1","0",8100000.0,2.81E7,12.0,672.0,5600000.0,9200000.0,1.72E7,9500000.0,"1"
2.0,"1","1",2700000.0,9500000.0,10.0,434.0,2700000.0,1500000.0,8100000.0,1800000.0,"0"
2.0,"0","1",7000000.0,2.14E7,12.0,541.0,3700000.0,1300000.0,1.98E7,9600000.0,"0"
3.0,"0","1",8100000.0,2.93E7,2.0,413.0,8100000.0,1.51E7,2.55E7,6400000.0,"1"
1.0,"1","0",3200000.0,7600000.0,4.0,592.0,3000000.0,1400000.0,8100000.0,4700000.0,"1"
4.0,"0","1",400000.0,1400000.0,10.0,665.0,300000.0,300000.0,1500000.0,200000.0,"1"
1.0,"1","0",7800000.0,2.39E7,4.0,313.0,2600000.0,1.53E7,2.3E7,1.09E7,"1"
0.0,"0","0",5800000.0,1.96E7,14.0,673.0,8900000.0,1.07E7,1.8E7,7200000.0,"1"
0.0,"0","1",2600000.0,6000000.0,8.0,382.0,1700000.0,2200000.0,8200000.0,1600000.0,"0"
5.0,"0","0",5400000.0,2.11E7,12.0,661.0,1.58E7,1.04E7,2.01E7,5400000.0,"1"
3.0,"1","1",600000.0,1700000.0,4.0,576.0,400000.0,100000.0,2100000.0,500000.0,"1"
1.0,"1","0",600000.0,1200000.0,14.0,443.0,700000.0,1000000.0,2200000.0,800000.0,"0"
5.0,"1","1",9500000.0,2.17E7,16.0,307.0,2.75E7,2700000.0,2.85E7,9700000.0,"0"
4.0,"1","1",1900000.0,4800000.0,12.0,656.0,1500000.0,1600000.0,5400000.0,1700000.0,"1"
1.0,"1","1",9800000.0,2.12E7,4.0,885.0,1.8E7,1.64E7,3.73E7,1.08E7,"1"
3.0,"1","0",7800000.0,1.66E7,20.0,896.0,1.24E7,1.08E7,3.05E7,5500000.0,"1"
5.0,"0","0",4900000.0,1.41E7,2.0,802.0,3300000.0,7500000.0,1.61E7,2700000.0,"1"
3.0,"1","1",8300000.0,2.27E7,2.0,650.0,3600000.0,1.6E7,1.8E7,5800000.0,"1"
4.0,"0","1",3900000.0,8900000.0,10.0,665.0,9300000.0,4000000.0,9200000.0,5300000.0,"1"
2.0,"1","0",9000000.0,3.57E7,12.0,339.0,1.52E7,8400000.0,1.95E7,9000000.0,"0"
1.0,"0","0",9600000.0,3.24E7,20.0,447.0,1.54E7,1.84E7,1.98E7,4700000.0,"0"
5.0,"0","1",1000000.0,2400000.0,18.0,613.0,1600000.0,1300000.0,2600000.0,600000.0,"1"
5.0,"1","0",2800000.0,7200000.0,16.0,424.0,900000.0,5000000.0,6100000.0,3200000.0,"0"
2.0,"0","0",8300000.0,2.08E7,6.0,667.0,1.93E7,4100000.0,2.54E7,6800000.0,"1"
4.0,"0","1",6900000.0,1.83E7,18.0,715.0,8200000.0,600000.0,1.5E7,7500000.0,"1"
5.0,"0","1",3800000.0,9100000.0,18.0,654.0,9000000.0,4000000.0,1.02E7,3000000.0,"1"
2.0,"0","0",8000000.0,1.78E7,20.0,549.0,2400000.0,9700000.0,2.74E7,1.08E7,"0"
4.0,"1","1",9800000.0,2.97E7,4.0,373.0,1.11E7,5500000.0,3.78E7,1.0E7,"1"
0.0,"1","1",2900000.0,7200000.0,16.0,332.0,3600000.0,5700000.0,7600000.0,3600000.0,"0"
4.0,"1","0",7900000.0,3.15E7,20.0,534.0,1.24E7,8500000.0,2.16E7,6400000.0,"0"
3.0,"0","0",4600000.0,1.79E7,8.0,396.0,1.07E7,4000000.0,1.23E7,2600000.0,"0"
2.0,"1","0",1000000.0,3700000.0,18.0,892.0,2200000.0,800000.0,3000000.0,500000.0,"1"
5.0,"1","0",9000000.0,2.13E7,14.0,602.0,3400000.0,7700000.0,3.54E7,1.1E7,"1"
0.0,"1","1",9400000.0,3.61E7,10.0,615.0,2.12E7,3800000.0,2.74E7,9100000.0,"1"
5.0,"1","1",7400000.0,2.33E7,20.0,482.0,1.57E7,3600000.0,2.91E7,6800000.0,"0"
0.0,"1","0",6600000.0,2.01E7,16.0,397.0,1.92E7,7000000.0,1.72E7,8400000.0,"0"
0.0,"0","0",1300000.0,3400000.0,10.0,464.0,1200000.0,200000.0,3500000.0,1400000.0,"0"
0.0,"1","1",1100000.0,3400000.0,14.0,832.0,3200000.0,200000.0,4400000.0,1600000.0,"1"
5.0,"1","0",9200000.0,3.48E7,12.0,802.0,2.2E7,1.1E7,1.98E7,1.25E7,"1"
2.0,"1","0",7000000.0,2.39E7,18.0,628.0,1.34E7,6600000.0,2.52E7,7200000.0,"1"
4.0,"1","0",5100000.0,1.88E7,10.0,694.0,6400000.0,5300000.0,1.35E7,4100000.0,"1"
1.0,"0","1",3200000.0,9300000.0,20.0,741.0,3800000.0,3500000.0,6900000.0,2300000.0,"1"
1.0,"0","1",3700000.0,1.09E7,14.0,748.0,3700000.0,2800000.0,1.32E7,4100000.0,"1"
5.0,"1","0",3600000.0,1.28E7,4.0,320.0,2500000.0,2900000.0,1.26E7,2900000.0,"1"
1.0,"1","0",5600000.0,1.17E7,10.0,774.0,1.1E7,4300000.0,1.31E7,6500000.0,"1"
0.0,"0","1",9500000.0,3.2E7,2.0,500.0,8300000.0,9700000.0,2.45E7,5600000.0,"1"
4.0,"0","0",1500000.0,4000000.0,18.0,706.0,0.0,2700000.0,4400000.0,1700000.0,"1"
4.0,"0","0",7400000.0,1.83E7,10.0,601.0,1.64E7,1.26E7,2.88E7,6100000.0,"1"
2.0,"1","0",6000000.0,1.74E7,16.0,806.0,1800000.0,2100000.0,2.02E7,3500000.0,"1"
0.0,"1","1",3000000.0,9600000.0,6.0,644.0,3900000.0,700000.0,1.05E7,3000000.0,"1"
4.0,"1","1",6000000.0,1.29E7,14.0,723.0,700000.0,1600000.0,1.36E7,4100000.0,"1"
5.0,"1","1",600000.0,1500000.0,12.0,509.0,1600000.0,100000.0,1900000.0,800000.0,"0"
0.0,"1","0",1800000.0,6600000.0,4.0,898.0,2400000.0,100000.0,4600000.0,1400000.0,"1"
2.0,"1","1",5500000.0,1.2E7,2.0,567.0,7200000.0,4700000.0,1.15E7,7000000.0,"1"
1.0,"1","0",1000000.0,2100000.0,6.0,715.0,2200000.0,1000000.0,2200000.0,1100000.0,"1"
2.0,"0","1",1700000.0,3500000.0,10.0,854.0,5000000.0,2400000.0,3400000.0,1700000.0,"1"
1.0,"1","1",3400000.0,1.23E7,8.0,523.0,6100000.0,4700000.0,8300000.0,2600000.0,"0"
1.0,"1","1",9600000.0,3.59E7,8.0,534.0,2.45E7,1.77E7,3.19E7,5400000.0,"0"
0.0,"0","1",2600000.0,7600000.0,18.0,470.0,700000.0,700000.0,5500000.0,2900000.0,"0"
1.0,"1","0",1600000.0,3500000.0,18.0,619.0,3200000.0,100000.0,6300000.0,1500000.0,"1"
0.0,"1","1",4300000.0,1.28E7,20.0,572.0,8600000.0,2200000.0,1.1E7,6100000.0,"1"
3.0,"1","0",1400000.0,3500000.0,16.0,365.0,2600000.0,2200000.0,2900000.0,1600000.0,"0"
0.0,"0","0",8000000.0,1.8E7,16.0,791.0,1.39E7,1.03E7,2.34E7,1.06E7,"1"
4.0,"0","1",5000000.0,1.81E7,12.0,424.0,5200000.0,2000000.0,1.45E7,6100000.0,"0"
5.0,"1","0",4500000.0,1.02E7,12.0,726.0,2900000.0,8600000.0,1.75E7,4200000.0,"1"
1.0,"1","0",3400000.0,9900000.0,2.0,736.0,3900000.0,4800000.0,1.06E7,4500000.0,"1"
5.0,"1","1",5700000.0,1.28E7,14.0,488.0,1.36E7,1000000.0,1.32E7,5500000.0,"0"
2.0,"0","1",2600000.0,7600000.0,10.0,400.0,6800000.0,2800000.0,1.01E7,3200000.0,"0"
0.0,"1","1",4500000.0,1.22E7,20.0,311.0,1.12E7,5000000.0,1.27E7,2400000.0,"0"
2.0,"0","1",5100000.0,1.68E7,2.0,504.0,6400000.0,2700000.0,1.71E7,4400000.0,"1"
4.0,"0","1",5100000.0,1.86E7,20.0,312.0,9600000.0,6000000.0,1.65E7,5500000.0,"0"
5.0,"1","1",1700000.0,6500000.0,14.0,587.0,1100000.0,1000000.0,6400000.0,1500000.0,"1"
1.0,"0","0",5200000.0,1.05E7,20.0,317.0,3000000.0,8000000.0,1.93E7,5300000.0,"0"
4.0,"0","0",8400000.0,2.9E7,2.0,463.0,1.27E7,1100000.0,2.01E7,6700000.0,"1"
1.0,"0","1",9000000.0,3.4E7,16.0,842.0,6300000.0,1.69E7,2.29E7,5800000.0,"1"
4.0,"1","1",3400000.0,1.18E7,20.0,616.0,5000000.0,3300000.0,9900000.0,2900000.0,"1"
1.0,"0","0",5400000.0,1.94E7,8.0,800.0,800000.0,6100000.0,1.95E7,3000000.0,"1"
0.0,"1","1",700000.0,2100000.0,12.0,813.0,200000.0,1300000.0,2200000.0,500000.0,"1"
2.0,"1","0",7600000.0,2.48E7,12.0,564.0,1.4E7,6200000.0,2.47E7,6700000.0,"1"
2.0,"0","0",5000000.0,1.47E7,12.0,837.0,2200000.0,7200000.0,1.17E7,4800000.0,"1"
5.0,"0","1",2500000.0,9400000.0,16.0,735.0,0.0,2200000.0,9500000.0,1700000.0,"1"
4.0,"0","1",2000000.0,5200000.0,16.0,724.0,5200000.0,3800000.0,4600000.0,2800000.0,"1"
5.0,"0","0",9000000.0,2.39E7,12.0,658.0,5700000.0,4600000.0,3.21E7,6100000.0,"1"
5.0,"1","0",8300000.0,3.18E7,16.0,858.0,2.46E7,1.11E7,2.63E7,8500000.0,"1"
0.0,"0","1",3100000.0,8500000.0,8.0,614.0,1700000.0,4600000.0,1.1E7,3300000.0,"1"
2.0,"1","1",8500000.0,2.56E7,16.0,714.0,1.14E7,1.48E7,1.72E7,5700000.0,"1"
2.0,"1","1",1200000.0,4600000.0,20.0,605.0,3600000.0,1500000.0,4600000.0,600000.0,"1"
4.0,"1","1",2800000.0,5500000.0,8.0,875.0,6900000.0,4000000.0,6000000.0,3300000.0,"1"
5.0,"1","1",2800000.0,1.09E7,6.0,359.0,5000000.0,3300000.0,7600000.0,3000000.0,"0"
5.0,"1","1",6500000.0,2.41E7,6.0,441.0,1.41E7,9600000.0,1.53E7,5200000.0,"0"
4.0,"1","0",8700000.0,2.52E7,18.0,790.0,2.5E7,9100000.0,1.84E7,8400000.0,"1"
1.0,"0","1",5400000.0,1.36E7,4.0,821.0,1.16E7,8700000.0,1.99E7,5600000.0,"1"
2.0,"0","0",8600000.0,3.33E7,16.0,375.0,1.96E7,1.12E7,2.55E7,1.12E7,"0"
3.0,"1","0",4700000.0,9600000.0,10.0,545.0,5200000.0,7200000.0,1.2E7,5300000.0,"0"
5.0,"0","1",1100000.0,3900000.0,4.0,891.0,1100000.0,200000.0,3400000.0,900000.0,"1"
0.0,"1","0",6400000.0,1.4E7,8.0,486.0,5100000.0,1.27E7,2.39E7,3700000.0,"0"
0.0,"1","0",4300000.0,9900000.0,4.0,696.0,1.24E7,2100000.0,1.7E7,2100000.0,"1"
5.0,"0","1",2900000.0,1.11E7,4.0,683.0,1700000.0,3900000.0,9400000.0,3300000.0,"1"
5.0,"0","0",9600000.0,2.71E7,8.0,594.0,2.55E7,4600000.0,2.68E7,1.33E7,"1"
3.0,"0","1",900000.0,2500000.0,20.0,529.0,900000.0,300000.0,3200000.0,700000.0,"0"
5.0,"0","0",8100000.0,2.63E7,4.0,429.0,3600000.0,8500000.0,2.22E7,6900000.0,"1"
0.0,"0","1",8800000.0,2.5E7,4.0,400.0,1.13E7,4000000.0,2.36E7,9400000.0,"0"
0.0,"1","0",8800000.0,1.75E7,4.0,848.0,2.54E7,8200000.0,3.16E7,5100000.0,"1"
1.0,"0","0",6400000.0,2.15E7,6.0,489.0,1600000.0,4600000.0,1.76E7,8900000.0,"0"
2.0,"1","0",2900000.0,6600000.0,10.0,326.0,8600000.0,2200000.0,7400000.0,3400000.0,"0"
5.0,"1","0",1600000.0,6100000.0,8.0,663.0,3900000.0,800000.0,6400000.0,1200000.0,"1"
1.0,"0","0",1600000.0,5100000.0,18.0,729.0,2500000.0,2000000.0,6200000.0,900000.0,"1"
2.0,"1","1",3100000.0,1.07E7,4.0,398.0,3100000.0,3000000.0,7400000.0,2000000.0,"1"
2.0,"0","1",5600000.0,1.67E7,14.0,856.0,400000.0,1.02E7,1.47E7,5200000.0,"1"
3.0,"1","1",8100000.0,1.99E7,20.0,347.0,2.28E7,1.44E7,2.98E7,5500000.0,"0"
3.0,"0","0",9100000.0,1.93E7,12.0,696.0,2.62E7,7700000.0,3.01E7,1.33E7,"1"
0.0,"1","1",5500000.0,1.71E7,8.0,353.0,400000.0,200000.0,1.71E7,5200000.0,"0"
1.0,"1","1",9700000.0,3.43E7,20.0,756.0,1.57E7,1.85E7,2.68E7,1.41E7,"1"
4.0,"1","0",2300000.0,5400000.0,16.0,490.0,6200000.0,3700000.0,5500000.0,2100000.0,"0"
1.0,"0","1",5600000.0,1.8E7,10.0,531.0,6500000.0,9000000.0,1.98E7,8400000.0,"0"
2.0,"0","1",4500000.0,1.66E7,4.0,679.0,1.03E7,3100000.0,1.17E7,5000000.0,"1"
1.0,"1","1",500000.0,1800000.0,8.0,877.0,100000.0,200000.0,1100000.0,600000.0,"1"
0.0,"1","0",4200000.0,1.1E7,20.0,817.0,6700000.0,2400000.0,1.17E7,6100000.0,"1"
1.0,"0","0",9100000.0,2.33E7,18.0,792.0,800000.0,1.26E7,3.21E7,1.24E7,"1"
4.0,"1","1",3200000.0,1.28E7,18.0,664.0,6300000.0,3400000.0,7600000.0,2100000.0,"1"
4.0,"1","1",6200000.0,2.13E7,16.0,882.0,1.18E7,3500000.0,1.29E7,4100000.0,"1"
3.0,"0","1",2500000.0,7700000.0,10.0,768.0,4500000.0,400000.0,8000000.0,2600000.0,"1"
0.0,"1","0",9100000.0,2.71E7,12.0,787.0,2.43E7,2900000.0,3.48E7,9500000.0,"1"
3.0,"1","1",500000.0,900000.0,12.0,538.0,0.0,700000.0,1500000.0,300000.0,"0"
4.0,"0","0",6900000.0,1.8E7,8.0,347.0,1.64E7,9300000.0,1.83E7,8700000.0,"0"
0.0,"1","1",1800000.0,5200000.0,16.0,317.0,4900000.0,1500000.0,4000000.0,1300000.0,"0"
0.0,"1","1",4000000.0,1.45E7,2.0,713.0,6200000.0,4900000.0,1.22E7,4700000.0,"1"
1.0,"0","0",3900000.0,1.23E7,10.0,683.0,1000000.0,700000.0,1.17E7,2400000.0,"1"
2.0,"0","1",8000000.0,2.81E7,18.0,765.0,2.4E7,1.05E7,1.77E7,8200000.0,"1"
5.0,"1","0",900000.0,3200000.0,10.0,803.0,1600000.0,1700000.0,2300000.0,800000.0,"1"
0.0,"1","1",8200000.0,2.97E7,6.0,405.0,3900000.0,800000.0,2.39E7,5700000.0,"0"
5.0,"1","0",2300000.0,4900000.0,4.0,529.0,6200000.0,3900000.0,9200000.0,2000000.0,"0"
5.0,"1","1",6900000.0,1.94E7,6.0,801.0,1.01E7,9400000.0,1.7E7,5500000.0,"1"
3.0,"0","0",8800000.0,3.07E7,12.0,707.0,1.5E7,100000.0,3.28E7,8000000.0,"1"
1.0,"1","0",2600000.0,7200000.0,8.0,349.0,5900000.0,1400000.0,9400000.0,3000000.0,"0"
1.0,"1","0",3700000.0,8700000.0,20.0,885.0,6200000.0,3500000.0,1.09E7,2600000.0,"1"
2.0,"1","1",6200000.0,2.38E7,4.0,489.0,2900000.0,7500000.0,2.13E7,3300000.0,"1"
3.0,"1","1",1000000.0,2600000.0,6.0,341.0,2900000.0,1700000.0,3600000.0,1100000.0,"0"
1.0,"0","0",6000000.0,2.0E7,12.0,637.0,1.08E7,4300000.0,2.0E7,8600000.0,"1"
1.0,"0","1",9100000.0,3.14E7,4.0,304.0,1.41E7,1.67E7,3.02E7,9600000.0,"1"
1.0,"1","0",1700000.0,6700000.0,16.0,537.0,4300000.0,2900000.0,3500000.0,1100000.0,"0"
5.0,"0","1",1700000.0,4600000.0,12.0,503.0,900000.0,2200000.0,4800000.0,1200000.0,"0"
1.0,"1","0",7100000.0,1.43E7,12.0,720.0,4600000.0,500000.0,2.73E7,8400000.0,"1"
5.0,"1","0",9400000.0,3.68E7,10.0,509.0,2.07E7,7400000.0,2.24E7,6300000.0,"0"
5.0,"0","0",6200000.0,1.64E7,6.0,360.0,900000.0,7200000.0,2.24E7,6300000.0,"0"
1.0,"1","0",8300000.0,3.18E7,16.0,818.0,2.34E7,7400000.0,3.22E7,8500000.0,"1"
1.0,"1","1",8900000.0,2.12E7,8.0,716.0,5400000.0,9200000.0,2.38E7,7900000.0,"1"
1.0,"1","1",6500000.0,1.48E7,12.0,360.0,3500000.0,2100000.0,1.5E7,7300000.0,"0"
3.0,"1","1",8100000.0,2.67E7,10.0,895.0,5100000.0,9800000.0,1.71E7,9900000.0,"1"
2.0,"0","0",4900000.0,1.35E7,8.0,328.0,1.05E7,8100000.0,1.83E7,3400000.0,"0"
4.0,"1","0",9100000.0,2.66E7,2.0,812.0,2.33E7,1.19E7,3.31E7,1.04E7,"1"
3.0,"1","1",9000000.0,3.31E7,16.0,456.0,2.38E7,7000000.0,2.6E7,7100000.0,"0"
4.0,"1","1",1300000.0,3900000.0,16.0,566.0,700000.0,200000.0,3400000.0,1600000.0,"1"
1.0,"0","0",6700000.0,2.5E7,20.0,598.0,5300000.0,1.29E7,1.36E7,7000000.0,"1"
5.0,"0","0",3200000.0,9300000.0,6.0,656.0,7000000.0,3200000.0,1.27E7,4200000.0,"1"
0.0,"0","0",7500000.0,2.87E7,2.0,895.0,2000000.0,4100000.0,2.15E7,7200000.0,"1"
3.0,"1","0",4900000.0,1.28E7,14.0,653.0,7300000.0,1000000.0,1.3E7,7200000.0,"1"
1.0,"0","1",700000.0,1800000.0,16.0,641.0,2100000.0,400000.0,1600000.0,900000.0,"1"
2.0,"1","0",6400000.0,1.65E7,8.0,544.0,1.21E7,6300000.0,1.52E7,5400000.0,"0"
0.0,"0","1",3900000.0,1.41E7,20.0,811.0,5700000.0,3600000.0,1.05E7,5300000.0,"1"
4.0,"1","0",9700000.0,2.69E7,10.0,460.0,1.14E7,3900000.0,3.14E7,9300000.0,"0"
5.0,"1","1",3600000.0,1.25E7,12.0,795.0,1.06E7,2700000.0,1.11E7,4800000.0,"1"
2.0,"1","1",3400000.0,1.03E7,4.0,745.0,4900000.0,4000000.0,1.0E7,3900000.0,"1"
0.0,"0","0",9800000.0,2.01E7,16.0,606.0,6200000.0,800000.0,3.73E7,8700000.0,"1"
1.0,"0","0",5100000.0,1.42E7,6.0,451.0,6100000.0,7600000.0,1.14E7,5600000.0,"0"
